rownames(count),DMSO.P0.1,DMSO.P0.2,DMSO.P0.3,TPG.P0.1,TPG.P0.2,TPG.P0.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
SPATS2L,116,125,75,29,10,45,0.0059511629895168,0.0653053259807659,1096.0,-1.51978092606813,0.552555152285752,61.7905853750235,-2.75046014824269,0,5.949315135809151,ns
SPC24,229,240,155,108,148,131,0.214070581593619,0.53971495004213,4845.0,-0.355981658448709,0.286515885256221,161.45487546592,-1.24244998887363,0,7.334987196563122,ns
SPCS1,350,444,253,327,187,241,0.506239643395317,0.798288211762878,8273.0,-0.152639287587588,0.229634873333034,286.225739806556,-0.664704299360573,0,8.16100960684801,ns
SPCS2,72,150,110,101,93,64,0.847397361343514,0.955795560806381,11737.0,-0.0685393622696122,0.356159170827511,93.5559506853789,-0.192440256726693,0,6.547757514801869,ns
SPCS3,349,316,352,251,281,301,0.932334415584056,0.981368969514825,12659.0,0.0200256176511319,0.235850369936394,304.420942619534,0.0849081460272144,0,8.249923802144576,ns
SPDL1,436,541,391,432,319,332,0.851973238873692,0.957443293083711,11778.0,-0.0317459367570172,0.170127083291016,393.297883610069,-0.186601310872493,0,8.619478612736268,ns
SPECC1,167,200,164,243,344,245,5.65937811994892e-05,0.0017633507940058,386.0,0.956043067588993,0.237432973251626,228.179364223907,4.02658086825961,0,7.83402451480187,up
SPECC1L,188,298,151,218,194,138,0.686353350181049,0.888224129467306,10175.0,0.0996736212989745,0.246833723792698,188.108461261898,0.403808765542445,0,7.5554209336174125,ns
SPECC1L-ADORA2A,265,431,230,364,256,200,0.560687144582243,0.827670137633733,8870.0,0.125554849544874,0.215796290281111,276.316624807945,0.581821167459912,0,8.11017855542292,ns
SPEN,740,947,618,1328,1228,812,1.9206245062630999e-13,2.9999157060813496e-11,77.0,0.836338351317397,0.113722422635552,927.868238962457,7.35420800871981,0,9.857776141149499,up
SPG11,48,63,11,15,68,53,0.405119171070505,0.723547411711459,7175.0,0.590248897681433,0.708996202389512,42.6446371428179,0.832513482712787,0,5.4142924189882615,ns
SPG21,281,366,260,198,200,93,0.0106852741564519,0.0961914612871613,1336.0,-0.617975361857596,0.242074965914484,216.894062801944,-2.55282639211815,0,7.760846751390597,ns
SPG7,36,112,63,66,63,16,0.61617136278865,0.856331520714016,9437.0,-0.278766321596674,0.556104722256221,54.3810908411415,-0.501283859747976,0,5.765033185847701,ns
SPHK1,29,9,16,4,6,26,0.88260892499813,0.964837078799538,12214.0,-0.164595631102052,1.11467261272321,15.5916863884785,-0.147662756959584,0,3.9627050724879878,ns
SPHK2,90,96,42,135,34,92,0.284401483077076,0.619430756423035,5714.0,0.522252659752278,0.487865894021259,79.5600160371489,1.07048405340981,0,6.313971661867376,ns
SPIDR,174,228,102,185,179,72,0.832374245406093,0.949716824731912,11610.0,0.068671471882382,0.324446198468895,146.89815772824,0.211657501941622,0,7.198672492728154,ns
SPIN1,523,645,569,493,281,348,0.0729895668227055,0.312845873191974,2806.0,-0.340624047665753,0.18998539883364,455.528076018839,-1.79289592651285,0,8.831396165612972,ns
SPIN2B,26,51,39,15,29,1,0.204210177011365,0.528748288248803,4704.0,-1.14697857078958,0.903383386415718,24.2938630306928,-1.269647624737,0,4.602520009813682,ns
SPIN3,21,20,38,14,22,45,0.61552376125699,0.855823243735676,9430.0,0.395910911792605,0.788346192183527,27.8879509183392,0.502204381422872,0,4.801570030381163,ns
SPIN4,185,235,167,257,183,190,0.0809209515163018,0.331822803916318,2933.0,0.405894362862899,0.232555267672496,198.120400666458,1.74536731386585,0,7.630233633479958,ns
SPINDOC,209,339,251,161,118,100,0.0016260704915664,0.0264638021678882,739.0,-0.784214395710776,0.248862989332215,182.843133295284,-3.15118932636425,0,7.514462636815723,down
SPINT2,411,519,332,484,395,422,0.0346634380716345,0.199663395444228,2088.0,0.366088144657314,0.173315167529232,417.859631198753,2.11226835986855,0,8.706874578531938,ns
SPIRE1,118,133,107,108,73,102,0.949735185800009,0.988232503785095,12804.0,-0.0212993486522306,0.337873969516909,103.997585095306,-0.0630393299687584,0,6.700406218030744,ns
SPOP,950,1194,951,1101,1490,582,0.314335305408674,0.648569346054232,6085.0,0.296445762752404,0.294628824719703,1005.23041891993,1.00616687126397,0,9.973310518535005,ns
SPOPL,33,137,76,48,107,13,0.65732313574482,0.876109157710501,9871.0,-0.272258425458495,0.613730989567098,63.3086473951484,-0.443611989758795,0,5.9843306672429355,ns
SPOUT1,265,271,238,428,209,180,0.201687089014882,0.525382417063459,4675.0,0.321316973657253,0.251665969513954,255.20528826088,1.27675972352486,0,7.995514414131033,ns
SPPL2A,134,115,60,92,60,73,0.7210666058124,0.906870166059566,10484.0,-0.141611205214048,0.396632643857358,85.2664515833183,-0.35703366177035,0,6.4139063141010535,ns
SPPL2B,2,8,4,35,17,20,0.0100610720255359,0.0918789014814883,1317.0,2.6850788228713,1.04326634333605,14.6896075969878,2.57372322995221,0,3.876723952630363,ns
SPPL3,307,473,441,210,181,255,0.0213377621300853,0.149463753720755,1717.0,-0.584617892068686,0.253965923158074,298.661393954383,-2.30195407635381,0,8.222366951527258,ns
SPR,45,105,130,147,39,40,0.825637753413949,0.947159101516722,11549.0,-0.114890363513094,0.521518473525723,79.7152555055151,-0.220299700481131,0,6.31678394126156,ns
SPRED1,70,109,104,36,51,9,0.0129926692706152,0.109198346133955,1431.0,-1.33658719670067,0.538085044291823,57.802466964509,-2.48397016583087,0,5.8530591620339525,ns
SPRED2,108,155,102,130,76,84,0.926482707033529,0.978971906014905,12616.0,-0.0302522772703177,0.327863232528224,104.292055420524,-0.0922710272726704,0,6.704485452695184,ns
SPRING1,235,327,266,202,163,81,0.0137827316812419,0.112775637216374,1469.0,-0.64129180222249,0.260383238266721,197.666602193499,-2.46287666783523,0,7.626925323259243,ns
SPRTN,255,347,268,225,266,187,0.782211901970968,0.929560795175972,11173.0,-0.0582194243582988,0.210605947774155,248.165476014487,-0.276437702608147,0,7.955158616092848,ns
SPRY1,68,85,19,49,33,41,0.837645665280207,0.951751621320936,11654.0,-0.11870671565474,0.579323144559318,46.3277333592626,-0.204905874673864,0,5.533804193374538,ns
SPRY2,55,119,58,78,91,18,0.926272249535326,0.978928581232257,12613.0,-0.0478741258016818,0.517357185742904,64.4076260643743,-0.0925359251228654,0,6.009159612946012,ns
SPRYD3,90,134,158,96,113,83,0.755249092074031,0.917868013699305,10876.0,-0.10840586695708,0.34776058406162,109.184038258648,-0.311725571917809,0,6.7706181521840465,ns
SPRYD4,200,260,152,182,246,154,0.33599074882651,0.668922485703763,6326.0,0.241991751174517,0.251520041484992,192.316457934583,0.962117172634757,0,7.587338419767211,ns
SPRYD7,119,214,176,206,167,162,0.162876939752751,0.472484552437612,4154.0,0.376935958731569,0.270115770670442,170.175687558812,1.39546076038431,0,7.410881128421568,ns
SPSB1,22,70,51,44,16,28,0.551803406350512,0.825792152388561,8724.0,-0.388058162171456,0.65213289820944,36.2361572959874,-0.595059938299305,0,5.17935806616654,ns
SPSB2,24,21,58,36,83,24,0.321559632665181,0.655713411675845,6168.0,0.665070197852204,0.670935539521165,41.0293759927395,0.991257965447548,0,5.358585307635333,ns
SPSB3,17,69,34,42,48,25,0.672911362522421,0.882184715490664,10045.0,0.265129064350753,0.628036182794872,37.0391381164361,0.422155715887071,0,5.210978623031666,ns
SPTAN1,32,28,10,36,6,2,0.642707570140968,0.870281912416733,9725.0,-0.499172486666683,1.07599640379074,17.0289356830614,-0.463916500936336,0,4.089916363564855,ns
SPTBN2,17,11,4,17,1,1,0.696373147427221,0.894600863136217,10271.0,-0.600748430221659,1.53950827218577,7.63112022305665,-0.390220982293733,0,2.931894855437356,ns
SPTLC1,145,150,118,123,158,87,0.699988875785159,0.896424342930776,10300.0,0.115197448921392,0.298953649506873,125.645334700125,0.385335482980092,0,6.973213293703612,ns
SPTLC2,180,227,115,280,194,48,0.561850476629827,0.828313438339258,8891.0,0.224821958012827,0.387560507772069,161.7633162602,0.580095116773478,0,7.33774066868061,ns
SPTSSA,359,478,458,270,243,328,0.209061340708239,0.533704465282497,4771.0,-0.293355300504506,0.233535118679588,346.051173891324,-1.25615069015376,0,8.434841588504117,ns
SPTY2D1,80,111,88,136,126,77,0.0858812607642248,0.341121094639549,3027.0,0.555889504234463,0.323655204616467,100.204348675496,1.71753611962828,0,6.6468013098491125,ns
SQLE,178,229,291,381,232,199,0.0833075349115428,0.336051210011348,2981.0,0.458332771783693,0.264655462542777,246.491386429296,1.73180922615422,0,7.945393422694905,ns
SRA1,202,237,180,195,215,150,0.514891297855578,0.804965246238014,8353.0,0.150366465199202,0.230892400259105,190.238507139609,0.651240426408415,0,7.571665488741256,ns
SRCAP,213,243,139,250,227,67,0.73822154688351,0.911668601879074,10666.0,0.110966939565416,0.332028176475526,178.019494419736,0.334209405789979,0,7.475891425138891,ns
SRD5A1,112,169,76,278,79,63,0.265949702088359,0.599096659864525,5495.0,0.47532706076576,0.427283938585663,120.970252253646,1.11243839948472,0,6.918508508327883,ns
SRD5A3,76,112,118,75,57,98,0.85236096608026,0.957443293083711,11784.0,-0.0764167725297847,0.410606973107306,88.1171657659507,-0.186106855301297,0,6.461351187280154,ns
SREBF1,16,38,21,93,82,70,2.33593618753537e-05,0.000845621569788,332.0,2.0346743055148,0.480999778427607,54.5112924477273,4.23009405984795,0,5.768483221488049,up
SREBF2,73,46,114,86,53,34,0.6137497326015,0.855338126766888,9411.0,-0.2534377566347,0.502127170811201,65.6912300019036,-0.504728226965419,0,6.037628873695307,ns
SREK1,683,790,579,872,907,676,3.91372901420571e-06,0.0001819349283512,258.0,0.556909916674853,0.120650030798626,737.845173879958,4.61591193129801,0,9.5271743091646,ns
SREK1IP1,302,436,276,270,349,207,0.959663060343096,0.9901399903953,12903.0,0.0104738811747689,0.2070902430958,293.284881463995,0.05057641064202,0,8.196158893330933,ns
SRF,1186,1264,1316,860,782,472,3.8678803286302e-05,0.0012957937802906,359.0,-0.582116607496554,0.141454097081585,927.758097173871,-4.11523327713027,0,9.857604877130145,ns
SRFBP1,126,216,117,189,88,116,0.778451092754842,0.92758118522758,11144.0,0.0908293618100273,0.322847715367338,135.306582280671,0.281338096838261,0,7.080088213809765,ns
SRGAP1,74,66,48,66,40,13,0.421499094202161,0.736505826815254,7344.0,-0.452425991091465,0.562842669941094,47.3619707616524,-0.803823191192691,0,5.565657208559209,ns
SRGAP2,113,116,66,64,45,82,0.536320245076873,0.816703417009313,8577.0,-0.264494760245425,0.427717185579503,78.2901646375677,-0.618387030409049,0,6.290759172265018,ns
SRGAP2C,126,215,128,72,108,1,0.349967986875664,0.679889192340559,6515.0,-1.16799115505459,1.24965433120254,97.0325345736182,-0.934651387900712,0,6.600396652477597,ns
SRI,392,606,388,314,153,96,7.26022652672295e-05,0.0021914765497361,398.0,-1.05108486058185,0.264917528375138,295.339460820863,-3.96759273359012,0,8.206230320127883,down
SRM,1167,1384,1095,863,944,522,0.003511708996909,0.0458581152071932,921.0,-0.372017668018616,0.127447525999507,942.186761413605,-2.91898697209748,0,9.879869250737128,ns
SRP14,661,863,605,456,687,366,0.263470799778505,0.595520261029145,5475.0,-0.197669087892535,0.17677036594812,577.554306340536,-1.11822525700121,0,9.17381279657118,ns
SRP19,974,1138,989,1179,1006,888,0.0110849212014046,0.0986082450364595,1352.0,0.277035721736905,0.109068740544264,1004.77928850271,2.54001027567082,0,9.972662916063989,ns
SRP54,259,270,118,198,197,182,0.54319612525198,0.819495709784942,8653.0,0.170387980379335,0.280249401281473,197.110588997632,0.607986955905048,0,7.622861471402313,ns
SRP68,623,724,414,715,534,499,0.0597638397338435,0.279639141691468,2570.0,0.29693072484825,0.157729456193701,565.685593990734,1.88253184924191,0,9.143856620889405,ns
SRP72,411,325,252,304,241,166,0.356253815783639,0.684998344113482,6594.0,-0.211649367400401,0.229423523439989,269.783775310483,-0.922526880534821,0,8.075659777560741,ns
SRP9,507,552,501,538,400,305,0.700238582611935,0.896568016914478,10302.0,-0.0626541465678856,0.162738708885509,448.098234922214,-0.384998424756856,0,8.807671233439917,ns
SRPK1,681,849,530,723,562,462,0.66560195309149,0.879192331261828,9954.0,0.0592241048986766,0.137031967156086,607.220540227366,0.432191890168355,0,9.246076782871578,ns
SRPK2,261,266,241,312,216,205,0.330883415674136,0.66415917307244,6273.0,0.209652480426926,0.215617316067623,243.334680257463,0.972336008306372,0,7.926798138780679,ns
SRPRA,262,256,311,273,339,139,0.734373270343995,0.910548269777429,10627.0,0.0899030724727559,0.264955463751848,254.460688589751,0.339313902795971,0,7.991298982589376,ns
SRPRB,494,789,482,767,725,731,1.74539400407817e-05,0.0006706662519823,313.0,0.669124019666989,0.155784296352396,657.462859678082,4.295195570633,0,9.360765588101097,up
SRPX,21,29,13,6,41,2,0.935154916645687,0.982369667200057,12683.0,-0.0881913686714721,1.08395227180334,17.3661841256959,-0.0813609334705769,0,4.1182088801553665,ns
SRRD,385,274,240,121,191,159,0.0314889326881207,0.189482463116439,1998.0,-0.619496610089682,0.288025600318922,219.187456095941,-2.15083870810001,0,7.776021426275683,ns
SRRM1,845,977,835,1167,744,794,0.0238943717424668,0.159300226688829,1804.0,0.311984613046735,0.138118195394126,871.897368540585,2.25882340959114,0,9.768014514442466,ns
SRRM2,567,668,449,537,593,436,0.173446242350318,0.486820169870711,4302.0,0.200898373655585,0.147587707463369,524.855198903873,1.36121345814284,0,9.035775645624636,ns
SRRT,410,520,413,324,409,243,0.351461111737588,0.681118722344178,6532.0,-0.170987250629247,0.183510177155858,369.567593278649,-0.931758953532178,0,8.52969444472683,ns
SRSF1,1023,1283,1056,960,1045,722,0.916296199378739,0.976657509991222,12505.0,-0.0119288824711542,0.113499955200542,977.682993394741,-0.105100327573497,0,9.933222947391359,ns
SRSF10,972,940,722,1467,1108,701,6.32785474778053e-05,0.0019414568635601,392.0,0.571412975159051,0.14284470936466,955.991545472335,4.00023898470278,0,9.900854049236951,ns
SRSF11,2360,3000,2259,2110,2024,1825,0.612549779239469,0.854825787783992,9395.0,-0.0445931458819768,0.0880526699478852,2183.56508555424,-0.506437180250975,0,11.092469818851885,ns
SRSF12,209,190,125,165,194,103,0.730972131337504,0.910134008803503,10586.0,0.0978365530295409,0.284546997156362,157.704557467962,0.343832667388081,0,7.301080542619835,ns
SRSF2,1858,2443,1719,1833,1606,1525,0.712352581852501,0.903074154310112,10402.0,0.0345098184203108,0.0935990595294589,1767.31641396965,0.368698345835936,0,10.787344642603898,ns
SRSF3,1992,2520,1786,2248,2025,1960,0.0014423818425597,0.0241609003070561,718.0,0.300708398822193,0.0943833307694595,2040.38884972189,3.18603291884986,0,10.994628406518752,ns
SRSF4,1161,1263,1079,1466,1634,804,0.0025434617963325,0.0363304216442895,842.0,0.416308919590214,0.137936395210592,1197.25535447752,3.01812236686787,0,10.2255151724063,ns
SRSF5,592,726,533,963,988,752,7.379857755029959e-13,1.03206452581099e-10,86.0,0.846433827863585,0.118015821568579,753.088061075125,7.17220637549618,0,9.55667476363365,up
SRSF6,953,1210,888,1290,1215,828,4.67489178541929e-05,0.0015195925271145,370.0,0.41423362629608,0.101744484851887,1033.38196432453,4.07131282741364,0,10.013157894316846,ns
SRSF7,1334,1697,1139,1638,1715,1323,8.48807322498942e-07,4.61927858266732e-05,221.0,0.473646506969654,0.0961953695416676,1442.40382320556,4.92379736391045,0,10.494259410527503,ns
SRSF8,233,343,256,260,280,183,0.661895012686532,0.877519825563667,9920.0,0.0912402869741603,0.208645408746631,249.226821375006,0.437298321215197,0,7.961315526926716,ns
SRSF9,2030,2197,1672,1483,1277,832,1.44762211775648e-05,0.0005765083182204,302.0,-0.443728259391316,0.10232379519842,1491.76846665657,-4.33651096043562,0,10.542807920840273,ns
SRXN1,352,505,395,252,234,279,0.0783255414048358,0.326297639929325,2886.5,-0.378208989502351,0.214832221970866,322.68061470093,-1.76048539661635,0,8.333963099130754,ns
SS18,56,124,58,108,70,122,0.0817268637310211,0.33283591942996,2951.0,0.71860867104583,0.412814812963154,89.1635739990223,1.74075311369694,0,6.478382541087146,ns
SS18L1,19,60,31,25,21,3,0.279753329514726,0.613081868453646,5664.0,-0.920663593925852,0.851777272717955,23.6155031307477,-1.08087363142255,0,4.561662367471003,ns
SS18L2,337,426,308,333,306,175,0.530725414100714,0.813747393598839,8518.0,-0.122482289945131,0.195378013656133,297.969381622011,-0.62689904382333,0,8.21902028136302,ns
SSB,770,617,631,641,645,466,0.688011948449149,0.889340553419622,10186.0,0.0650800699626126,0.162070343995232,611.404843709493,0.401554463070227,0,9.255984171453296,ns
SSBP1,1683,2066,1520,1513,1526,1236,0.977798344178477,0.993941144446937,13081.0,0.0025061766706656,0.0900555169931914,1533.91528928154,0.027829240832132,0,10.583003096637254,ns
SSBP2,21,50,25,47,27,17,0.761409627189094,0.919240472415502,11007.0,0.206565049132347,0.680317823827466,29.1918802709303,0.303630217962264,0,4.867495233791354,ns
SSBP3,238,327,222,275,225,138,0.904813434944414,0.972386581282007,12409.0,-0.0266468436128872,0.222831246409721,225.263814455861,-0.119583065850161,0,7.815471772776197,ns
SSBP4,153,242,256,93,110,80,0.0027245972421734,0.0379466355694934,863.0,-0.916095241386949,0.305648965980188,146.865674276253,-2.99721361218781,0,7.198353435647751,down
SSH1,52,52,43,69,19,9,0.532396839948561,0.814409326818927,8535.0,-0.426564090805085,0.683211563542431,37.4139599545349,-0.624351392112515,0,5.225504766053354,ns
SSH2,362,456,190,201,238,133,0.0522007710469744,0.25719732625234,2441.0,-0.502923756099017,0.25904218784349,244.531436086331,-1.94147432233269,0,7.933876134586345,ns
SSNA1,516,504,550,431,322,265,0.0450193704380269,0.23685136883826,2284.0,-0.366220975329912,0.182701835814775,412.990150978173,-2.00447342905296,0,8.689963566324103,ns
SSR1,515,583,411,439,335,314,0.283261957786479,0.617731924986035,5694.0,-0.173987287519917,0.162147229953426,413.724916142717,-1.07302041218892,0,8.692528034737423,ns
SSR2,230,348,251,384,491,165,0.0237788702773849,0.158892142065263,1798.0,0.58670216059501,0.259524250670646,299.908605811628,2.26068338152944,0,8.228379110392934,ns
SSR3,360,386,385,418,458,534,0.0026554657053779,0.0375732776924478,850.0,0.642928336888337,0.21395006225098,427.845242571096,3.00503926067632,0,8.740945238387491,up
SSR4,184,310,102,346,241,236,0.0035620950192426,0.0460807270782116,929.0,0.809589482825011,0.27777577017311,230.241569170092,2.91454320267197,0,7.847004519428202,up
SSRP1,528,699,476,751,491,558,0.0147122975637459,0.117727746373368,1503.0,0.389335177610247,0.159603846295527,569.643576084648,2.43938468055051,0,9.153915702294958,ns
