rownames(count),DMSO.Total.1,DMSO.Total.2,DMSO.Total.3,TPG.Total.1,TPG.Total.2,TPG.Total.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
TVP23C-CDRT4,328,314,424,826,630,629,1.50327283807052e-08,6.20365493510068e-07,269.0,0.864640040567144,0.152731159430957,516.584918750071,5.66118952929189,0,9.01286171561144,up
TWF1,770,612,701,716,772,553,0.301912050058003,0.540923201926511,7192.0,-0.126472339316631,0.122510146959947,682.132383179309,-1.03234174845925,0,9.41390794371958,ns
TWF2,143,86,91,78,95,71,0.105088896166096,0.278883573595053,4527.0,-0.475839188895731,0.29360685739357,93.349832164675,-1.62066783153462,0,6.544575523494076,ns
TWIST1,278,265,285,481,461,378,0.0001176332951241,0.0015944410368408,821.0,0.571960950515915,0.148522451313624,353.114015397114,3.85100666907352,0,8.463990273808045,ns
TWNK,1098,889,994,1222,1024,1190,0.259980765973777,0.495174473853014,6670.0,0.113840676298592,0.101062658303484,1061.43217979643,1.12643659101798,0,10.05179647785812,ns
TWSG1,498,441,367,498,509,384,0.964652043006515,0.984246537630084,14773.0,-0.0064677024504274,0.145943123791809,445.595559783191,-0.0443165959614089,0,8.79959104653102,ns
TXLNA,1371,1335,1271,1538,1368,1547,0.450128484811969,0.677140678288645,8925.0,0.0683156628847266,0.0904602580905692,1397.59475185995,0.755200839868583,0,10.448730380542392,ns
TXLNB,3,30,6,5,10,21,0.806276587129962,1.0,13133.0,-0.230039388739748,0.938046953397714,12.860401895697,-0.245232275321101,0,3.684863823390638,ns
TXLNG,431,409,453,696,704,560,7.77035918731076e-05,0.001129041326418,766.0,0.499340012847595,0.126371216609901,535.320908479291,3.95137457914187,0,9.064260192082585,ns
TXN,4466,4200,3749,3656,3801,3374,5.13391613689882e-06,0.0001124094734432,507.0,-0.29299748469239,0.0642645501789288,3863.15243192787,-4.5592396410869,0,11.915562889088703,ns
TXN2,1771,1669,1357,1671,1440,1411,0.0545519303897789,0.176040982342132,3644.0,-0.181790130899622,0.0945627793659132,1545.57784186328,-1.92242795863878,0,10.593930600936565,ns
TXNDC11,277,222,251,537,391,373,2.53174758943926e-05,0.0004284288108287,656.0,0.696163808042561,0.165282988922933,335.898491784544,4.2119507432623,0,8.39188150752682,up
TXNDC12,1979,2056,1806,1944,1891,1791,0.0549096815476563,0.177058684979098,3648.0,-0.152851531738127,0.0796271677624107,1905.04697874568,-1.9195902106452,0,10.895610859896554,ns
TXNDC15,653,432,536,567,615,543,0.987907681164064,0.995081999686897,15029.0,0.0020251886963647,0.13362242223492,552.631587951676,0.01515605436941,0,9.110174217503825,ns
TXNDC16,124,146,108,174,91,132,0.906098171767281,0.95805274833685,14239.0,-0.0328564153279533,0.278535100633652,128.577957907061,-0.117961489425235,0,7.00649953272244,ns
TXNDC17,1518,1448,1429,1297,1246,1323,0.0009850578915614,0.0087341275193482,1257.0,-0.279632083594977,0.0848717624379,1374.76817089982,-3.29475994798131,0,10.424972640105421,ns
TXNDC5,2755,2240,2253,2470,2333,2139,0.0222992721250762,0.0941101592296056,2719.0,-0.155753371388784,0.0681565035686558,2350.17352536171,-2.28523124329419,0,11.198551566957248,ns
TXNDC9,401,369,335,529,459,410,0.0837646779223793,0.238734708502268,4172.0,0.240752516823315,0.139223804175104,412.756166684282,1.72924822913556,0,8.689145959312707,ns
TXNIP,222,151,210,540,391,358,1.66834158663388e-08,6.80891910044953e-07,272.0,1.04760755411782,0.185637839265164,305.042523063967,5.64328672572744,0,8.252866558802227,up
TXNL1,1398,986,903,1074,1291,1122,0.995198341095853,0.998149944094068,15099.0,0.0007343162223307,0.122019504448567,1118.9873757214,0.0060180233123323,0,10.127978044759352,ns
TXNL4A,2888,2514,2264,2292,2242,2200,0.0001499907527244,0.0019634992287661,851.0,-0.279428869573234,0.073706837850583,2391.40187627998,-3.79108475850892,0,11.223640880707812,ns
TXNL4B,154,168,124,209,267,244,0.0054962114356031,0.0328559198420199,1880.0,0.596200432052455,0.214737556127843,192.403475877571,2.77641434876677,0,7.587991052219675,up
TXNRD1,2022,1933,1974,1864,2275,1956,0.516599576854161,0.729387586107418,9709.0,-0.0557461506456305,0.0859489656520034,1995.64231751581,-0.648595945544472,0,10.962637451736267,ns
TXNRD2,236,179,190,225,146,166,0.212165825124597,0.434548491643571,6095.0,-0.266235616200702,0.213392730650992,189.072522065312,-1.24763207907084,0,7.562795901234913,ns
TXNRD3,105,63,75,71,69,80,0.476743003629853,0.699568492434058,9236.0,-0.223879344771136,0.314635800192854,76.662262402493,-0.711550766422353,0,6.260444669450198,ns
TYK2,351,229,299,227,300,166,0.0377258104977311,0.136637592931586,3212.0,-0.436995142592144,0.210314100668434,260.239276950702,-2.07782141664899,0,8.023694908885352,ns
TYMP,16,10,13,24,46,33,0.0223670417890003,1.0,2725.0,1.3174063255946,0.576778574703454,23.2065987975103,2.28407639148512,0,4.5364631889816724,ns
TYMS,2468,2388,2318,2440,2511,2267,0.183329891973024,0.400225197795976,5669.0,-0.0885559066270465,0.0665547665941587,2387.76872687157,-1.33057196589761,0,11.221447392306047,ns
TYRO3,260,222,161,151,144,115,0.0009055031678384,0.0081524660715124,1238.0,-0.744110193687645,0.224240891007179,175.268447347698,-3.31835193102147,0,7.453422488483718,down
TYSND1,553,443,428,489,536,471,0.877925022705734,0.947277310326199,13950.0,-0.0200249075284523,0.130370368761591,483.05726118185,-0.15360014486936,0,8.916050404770791,ns
TYW1,354,234,278,337,443,411,0.0310917169129775,0.119511478341746,3014.0,0.376940545525582,0.174841638406548,339.055869051169,2.15589689596198,0,8.40537920756692,ns
TYW1B,24,16,32,22,29,16,0.720415303319116,1.0,12152.0,-0.203622584638776,0.568931042215216,23.0053735977384,-0.357903804731663,0,4.523898980288659,ns
TYW3,1094,867,922,1063,743,793,0.0395055055551421,0.141194661032721,3256.0,-0.245186299679272,0.119087083245456,907.945611922257,-2.05888239931032,0,9.826462069052889,ns
TYW5,227,119,198,394,313,255,0.000806693477346,0.0074688109191147,1204.0,0.730415514529152,0.218002734777997,245.712975881432,3.35048785178302,0,7.940830236915115,up
U2AF1,59,74,94,86,108,62,0.853707288840467,0.934149406038041,13703.0,0.0613446793180669,0.332689320219517,80.0604704022359,0.184390287243336,0,6.323018187317525,ns
U2AF1L4,144,117,74,279,205,175,0.0006070640806283,0.0060385469167159,1121.0,0.879573396125787,0.256552187978223,162.071823627941,3.42843849065301,0,7.340489488245528,up
U2AF1L5,339,294,441,296,252,282,0.0097437002271356,0.0509970844985538,2166.0,-0.468512166332831,0.18125701447368,317.556615761236,-2.58479467784053,0,8.310870016293924,ns
U2AF2,1935,1645,1657,1845,1711,1341,0.0266560909736488,0.106595556879854,2886.0,-0.195646171194782,0.08826737637938,1677.68974340947,-2.21651735012355,0,10.712260226286036,ns
U2SURP,2270,2044,2192,2657,2713,2507,0.0049859533993412,0.0305235459323657,1835.0,0.180233054173457,0.0641869348590707,2378.04083823456,2.80793988012011,0,11.215557775444807,ns
UACA,271,261,255,386,301,324,0.105535189790352,0.279538568805225,4536.0,0.26308602971229,0.162540105515995,296.921920403238,1.61859147855912,0,8.21393979468458,ns
UAP1,348,284,354,509,339,338,0.335318267962311,0.572160550499349,7622.0,0.165773254096304,0.172060886980871,357.96564613523,0.963456930887107,0,8.483677328860637,ns
UAP1L1,57,81,50,82,92,70,0.424000211931728,0.654776657198971,8640.0,0.268694567866369,0.336078015990768,71.516903196843,0.799500577490167,0,6.160212361619916,ns
UBA1,2697,2252,2207,2207,2776,2309,0.464382511489468,0.689926320022202,9071.0,-0.0639176220224335,0.0873609833646946,2393.69980467921,-0.731649525459264,0,11.225026519041863,ns
UBA2,9563,8263,8643,10255,10614,9843,0.0071358364659724,0.0401698380368968,2004.0,0.120741133284829,0.0448778779781276,9456.74530148155,2.69043766605175,0,13.207128025801419,ns
UBA3,382,355,339,354,432,413,0.670624443640919,0.834622046481506,11586.0,0.0643383699058939,0.151280763255297,377.252003667681,0.425291150847237,0,8.559384753015086,ns
UBA5,381,249,325,436,446,388,0.0384477339129644,0.138529144488094,3230.0,0.321747027613618,0.15542964965329,366.071087592045,2.07004923662457,0,8.515980023415166,ns
UBA52,19419,16558,15896,15449,16731,15193,2.23683805570688e-05,0.0003867778700374,642.0,-0.22293924050285,0.0525820515735743,16471.0526408292,-4.23983533983848,0,14.007645138085245,ns
UBA6,836,823,766,1019,939,858,0.237604595096802,0.466614277897163,6418.0,0.116515249996883,0.0986585223150893,866.864438244804,1.18099528822015,0,9.759662589723243,ns
UBAC1,910,781,702,837,831,693,0.290224722550149,0.528290616998601,7042.0,-0.114865323157849,0.10860646649064,786.851834122297,-1.05762876621852,0,9.619948188529992,ns
UBAC2,761,641,616,760,652,703,0.826682056154713,0.919630975586078,13334.0,-0.0246533821584111,0.112593646730558,684.243273531141,-0.218958909976579,0,9.418365536988684,ns
UBALD1,468,371,336,523,606,536,0.0032979505868218,0.0221759761039456,1662.0,0.413688538151186,0.140781782522314,467.735204019525,2.93850902254072,0,8.869548206842547,ns
UBALD2,599,554,624,938,872,925,1.25440495846671e-06,3.24595558133776e-05,429.0,0.52683769257666,0.108697042450646,743.922126314045,4.84684477791447,0,9.539007797854504,ns
UBAP1,255,200,215,236,314,218,0.587783177802374,0.781996770947286,10570.0,0.103581182498439,0.19109111201732,237.406404672685,0.542051283311651,0,7.891215045836614,ns
UBAP1L,2,7,3,9,3,13,0.397110439624093,1.0,8341.0,0.952598491180456,1.12494830247521,6.17032645711263,0.846793127368131,0,2.6253468209140896,ns
UBAP2,1141,952,942,1227,1065,1020,0.736386479541151,0.871461804780164,12311.0,0.0311808268704777,0.0926229900560868,1049.01483824928,0.336642412986198,0,10.034819369552721,ns
UBAP2L,1735,1460,1752,1206,1312,1160,1.9779154172585303e-09,9.67261632025857e-08,227.0,-0.52219739923506,0.0870385518873618,1436.90842372272,-5.99961037852336,0,10.488752404320246,ns
UBASH3B,93,98,77,114,93,71,0.856572095328456,0.935721986837354,13735.0,-0.0528422919512539,0.292367234513313,90.2976375906118,-0.180739445852123,0,6.49661633861905,ns
UBB,13922,12020,13249,11781,12188,10989,8.07645778140258e-09,3.57198238371912e-07,251.0,-0.259827213729517,0.0450552723719591,12314.7848888521,-5.76685479968877,0,13.588103807021179,ns
UBC,10440,8255,8360,11101,10561,10127,0.0076914042632518,0.0425422415178671,2042.0,0.141400574103051,0.0530519149828994,9715.47788817028,2.66532460041507,0,13.246069245983433,ns
UBE2A,1369,1264,1432,1349,1494,1340,0.535342811518818,0.742391074412292,9935.0,-0.0548498503949303,0.0884859313012957,1368.45323504769,-0.619870860692711,0,10.418330418146413,ns
UBE2B,1847,1668,1518,2013,1738,1538,0.753524509546478,0.88141549165177,12484.0,-0.026917904002287,0.0857270565520704,1706.97289044915,-0.313995430205131,0,10.737224430827888,ns
UBE2C,1645,1316,1379,1317,1226,1287,0.0014577042539444,0.0117006326269253,1389.0,-0.270948691595787,0.0851243662726714,1356.25443795016,-3.18297455193829,0,10.405412143028945,ns
UBE2D1,553,526,525,536,594,546,0.791143975514305,0.901293567146576,12851.0,-0.0320136117788876,0.120885733829971,544.140466392153,-0.264825391422247,0,9.087835311854558,ns
UBE2D2,2376,1981,1884,2445,2369,2194,0.298487839574285,0.537646196189216,7153.0,0.0741003010916867,0.0712721079256328,2189.55876931549,1.03968162649272,0,11.096424457933876,ns
UBE2D3,3546,3323,3601,3702,3397,3516,0.230113276307839,0.457367910218067,6320.0,-0.0764542291973361,0.0637082945685303,3499.13322097566,-1.20006711394692,0,11.77278187738565,ns
UBE2D4,219,188,203,239,156,227,0.761682461518163,0.884955610042424,12568.0,-0.0640614398482732,0.211234160237444,204.337715832153,-0.303272159087636,0,7.674811705260874,ns
UBE2E1,3085,2637,2656,3222,3575,2962,0.0639510390268884,0.196653873749997,3834.0,0.125632460039948,0.0678170219272371,2996.93551484121,1.85252104073138,0,11.549272326331499,ns
UBE2E2,476,377,444,412,404,383,0.125570415371646,0.313868755924083,4850.0,-0.206304133812719,0.134680363287422,413.974149163718,-1.53180559345867,0,8.693396870451664,ns
UBE2E3,1756,1849,1866,1632,1790,1594,0.0090391454328893,0.0482189108363791,2125.0,-0.224758975792062,0.0860957455579412,1745.23080536145,-2.61057006168559,0,10.769202128965851,ns
UBE2F,435,415,432,501,580,430,0.318407381708868,0.557016736908271,7388.0,0.137426711034294,0.137738548307101,461.726252192766,0.997736020332432,0,8.850893951253632,ns
UBE2F-SCLY,905,878,991,1012,1034,906,0.922594653313807,0.96574492775989,14381.0,-0.0096942037281036,0.0997696149534298,949.284975356657,-0.0971658929688031,0,9.89069743910399,ns
UBE2G1,647,563,648,707,676,618,0.925561828494597,0.966572140933069,14414.0,0.0103146391354322,0.110399455325133,638.804722514606,0.0934301632653442,0,9.319231168026718,ns
UBE2G2,3996,3831,3826,4016,3773,3184,0.0034971849557971,0.0231745862163058,1687.0,-0.187468287655293,0.064195341578897,3753.56717907738,-2.92027868447264,0,11.874046588374172,ns
UBE2H,844,747,800,1013,887,913,0.154063799265345,0.359298789000965,5255.0,0.13902255554426,0.0975375664753731,860.526855306103,1.4253231915455,0,9.749076406342782,ns
UBE2I,2974,2513,2696,2590,2713,2228,0.0014106809103944,0.0113725263516987,1383.0,-0.215716928457906,0.0675708234810507,2605.66187832779,-3.19245670460715,0,11.347434170521987,ns
UBE2J1,913,850,795,1091,1156,887,0.059394588228618,0.186517489087946,3747.0,0.194016209969477,0.10291211365116,939.472779199447,1.88526115231809,0,9.875707550586744,ns
UBE2J2,1827,1651,1590,2243,1939,2109,0.0053312753566832,0.0321469243533629,1864.0,0.217781078087197,0.0781612606810058,1877.31688321088,2.78630457325928,0,10.87445647625382,ns
UBE2K,2409,2092,2241,2474,2292,2115,0.301247762099115,0.54016336731744,7184.0,-0.0669124680042866,0.064727193038795,2256.15799962768,-1.03376131209926,0,11.139652388434955,ns
UBE2L3,1921,1686,1659,1472,1433,1131,1.61170969375245e-08,6.62651455938737e-07,270.0,-0.482213250243786,0.0853591571288826,1546.25595938929,-5.64922694252591,0,10.594563440132,ns
UBE2L5,760,637,498,579,606,459,0.0359069014456242,0.132162636919056,3154.0,-0.299584035723303,0.142796412937184,586.259176417199,-2.09798012121699,0,9.195394789352378,ns
UBE2L6,24,8,9,11,18,4,0.635852583144127,1.0,11145.0,-0.393704468047981,0.831467583905956,12.0704731485281,-0.473505492779995,0,3.593410324058688,ns
UBE2M,1347,1239,1141,1378,1404,1247,0.844445791317356,0.929518366823398,13620.0,0.0164664151884596,0.0839224000601261,1283.94972978911,0.196210012781597,0,10.32637300269574,ns
UBE2N,2396,2407,2307,2028,2229,2010,0.0002207797338396,0.0027021784182509,911.0,-0.279415852315603,0.0756410694351742,2226.23585927157,-3.69397014613956,0,11.12039073222769,ns
UBE2O,835,812,938,1006,715,911,0.574869223438988,0.772593613728354,10446.0,-0.071998432205326,0.128363511729879,866.28722708152,-0.560894846479703,0,9.758701635491407,ns
UBE2Q1,876,766,917,837,992,923,0.915197545000819,0.96220523234055,14320.0,0.0119134017061824,0.111878669805599,880.841677490516,0.106485013871573,0,9.782738922171976,ns
UBE2Q2,298,194,202,298,194,162,0.42220540144365,0.653408916970021,8624.0,-0.18147184947271,0.226104694460899,221.91643980015,-0.802600980512117,0,7.793872737614358,ns
UBE2QL1,114,68,28,116,103,85,0.240375621192801,0.470355972806191,6446.0,0.45429085065529,0.38694387103333,83.9290923170177,1.1740484464636,0,6.391099073209097,ns
UBE2R2,1840,1453,1558,1850,1756,1662,0.72537255918354,0.865659081863737,12197.0,0.0264855578337485,0.075395641818299,1672.87673757498,0.351287649988813,0,10.708115431986553,ns
UBE2S,85,103,106,62,47,78,0.021481918691457,0.0916574933116847,2686.0,-0.748618563748779,0.325570471891983,80.9067313014576,-2.29940559227728,0,6.338187832292209,ns
UBE2T,1422,1313,1236,1732,1519,1687,0.0109058542972254,0.0555487727527085,2225.0,0.220650860486438,0.0866758729647942,1473.10808291963,2.54570104619611,0,10.524647570413748,ns
UBE2V1,1929,1774,1965,1554,1903,1622,0.0047218981009698,0.0293164378181578,1809.0,-0.253570388933953,0.0897461523439508,1787.2990906012,-2.82541794061709,0,10.803565363037752,ns
UBE2V2,1178,1183,1213,1178,1201,1144,0.184247076787824,0.401832377096589,5674.0,-0.11855467562639,0.089287133953422,1179.09542459592,-1.32779125476506,0,10.20346476550765,ns
UBE2W,363,307,344,396,408,331,0.650913767487037,0.821673155887377,11363.0,0.0657760320929206,0.14536360303655,355.163006481236,0.452493132523564,0,8.47233750922885,ns
UBE2Z,1221,972,1005,1023,900,807,0.0009592967499685,0.0085261434919141,1254.0,-0.323167528164671,0.097864313853715,982.814401061023,-3.30219990759587,0,9.94077518726632,ns
UBE3A,1575,1329,1472,2051,2047,1923,3.84922358822884e-07,1.17069126172407e-05,365.0,0.366315041842913,0.0721622885339928,1714.39110533314,5.07626697108361,0,10.743480554765236,ns
UBE3B,517,412,515,381,383,305,0.0001928394691844,0.0024216187187971,888.0,-0.530673490945185,0.142339762578575,417.939945048074,-3.72821677746049,0,8.70715184211469,ns
UBE3C,1797,1336,1633,1655,1665,1411,0.234623305275786,0.463114031270715,6372.0,-0.103905916153986,0.0874236356087594,1571.06435502819,-1.18853346043613,0,10.617526563179885,ns
UBE3D,785,664,789,957,1009,791,0.0605754334209976,0.189102330260544,3771.0,0.203062536535831,0.10820873157774,824.242444456467,1.87658180236541,0,9.686924947047826,ns
UBE4A,823,799,743,788,576,669,0.0096218010867311,0.0506696460454471,2153.0,-0.316031053995134,0.122060586254489,731.372728874112,-2.58913268969747,0,9.514463022836848,ns
UBE4B,1052,975,1037,990,895,873,0.0067059852576078,0.0383135060960908,1973.0,-0.249171278533785,0.0919077240114956,967.30775784625,-2.71110269799108,0,9.917831159186909,ns
UBFD1,894,754,869,814,930,687,0.190297346609928,0.407812587697151,5778.0,-0.147482064961941,0.112607517726668,819.769943239755,-1.30969999107808,0,9.679075284487736,ns
UBIAD1,737,746,701,867,826,900,0.162496564361045,0.371932857932363,5383.0,0.152245088720106,0.109001550444976,791.659571476262,1.39672406583758,0,9.628736367394772,ns
UBL3,553,491,517,480,546,485,0.256495495633113,0.490476398970695,6639.0,-0.141121857142944,0.124367861786356,509.868214298609,-1.13471322185605,0,8.993980591473052,ns
UBL4A,1400,938,994,1140,1005,1056,0.200645013617543,0.420268911112741,5937.0,-0.143548030170893,0.112171781258125,1080.16277448548,-1.27971606192619,0,10.077033019502698,ns
UBL5,1701,1329,1266,1200,1307,1149,0.0006361349492187,0.0062604025454582,1133.0,-0.322778816455143,0.0944980167024617,1319.248207803,-3.41572053804526,0,10.365500308295085,ns
UBLCP1,656,524,556,684,699,581,0.466144781265222,0.691154429921895,9101.0,0.0836705010078758,0.114811194689336,610.947326680078,0.7287660513792,0,9.25490419205575,ns
UBN1,1194,1046,1377,1452,1284,1243,0.701829544766202,0.852627907196173,11951.0,0.0392113640634235,0.102419132778716,1257.60814208863,0.382851943768577,0,10.296466747791778,ns
UBN2,820,563,790,798,563,641,0.138071281929556,0.335654673761208,5014.0,-0.210508506893146,0.141946618514339,691.219117243427,-1.48301177651429,0,9.432999308854354,ns
UBOX5,103,59,57,71,49,73,0.463813560136513,0.689729612675024,9061.0,-0.259065475898818,0.353633533525559,68.1154612418015,-0.732581758624692,0,6.0899104015700125,ns
UBP1,501,590,490,607,584,630,0.44157106220403,0.670388452068782,8829.0,0.104841905714445,0.136239188155914,564.839785290506,0.76954294233215,0,9.141697900231923,ns
UBQLN1,1769,1458,1466,1835,1627,1506,0.87215425410021,0.944388330017716,13878.0,-0.012788302931942,0.07946858949158,1597.14912961201,-0.160922737068298,0,10.641283311567099,ns
UBQLN2,1093,1044,1046,987,970,807,0.0012676844030517,0.0104862627110857,1348.0,-0.303381607505107,0.0941244452512243,988.121446910877,-3.22319676567933,0,9.948544559609276,ns
UBQLN4,55,38,35,39,33,19,0.198593781539657,0.418086627263576,5906.0,-0.590222001622907,0.459113702621309,36.2050359529472,-1.28556825521224,0,5.178118478356941,ns
UBR1,626,563,688,740,569,731,0.848868253215354,0.932017609579836,13659.0,0.0258492046797968,0.135646751317844,649.719939637936,0.190562652099405,0,9.343674171356378,ns
UBR2,696,496,658,713,538,601,0.505981311868246,0.721873607897366,9572.0,-0.0904077884910375,0.135929451904928,612.440960055656,-0.665108166214563,0,9.25842696329345,ns
UBR3,363,283,332,359,395,337,0.664599770870131,0.830731005115339,11503.0,0.064941809282433,0.149783455395269,342.005711417485,0.43357131207219,0,8.417876607765663,ns
UBR4,829,684,720,967,960,999,0.0029902854148017,0.0205288549101509,1628.0,0.299231205285324,0.100794184946399,851.856202407028,2.96873480791031,0,9.73446610663065,ns
UBR5,226,170,222,301,318,272,0.0139339396318366,0.0665814204440896,2376.0,0.434291944706602,0.176615969965684,248.356358595984,2.45896192054991,0,7.956267873926396,ns
UBTD1,121,84,104,161,188,135,0.023092689188449,0.0967000915431809,2744.0,0.554577104644216,0.244103025378296,130.089662050175,2.27189771116014,0,7.023362508467312,ns
UBTD2,372,311,275,413,390,429,0.0734349741365597,0.217880586943457,3991.0,0.273659372097783,0.152872269343017,361.632731513534,1.79011781060006,0,8.49838145230429,ns
UBTF,1030,888,927,922,789,911,0.0415455943454384,0.146226265957106,3309.0,-0.20997061264459,0.103025585365778,908.048443473044,-2.0380433840693,0,9.826625455676414,ns
UBXN1,676,504,537,606,709,558,0.786971407796302,0.898505563915123,12823.0,0.034375852227945,0.127202321919091,592.912508580548,0.270245477514241,0,9.211675423130483,ns
UBXN2A,524,653,475,583,579,571,0.822463207387658,0.916925737048606,13294.0,-0.0325839169441626,0.145218874439199,562.781737745735,-0.224377974763914,0,9.136431703688302,ns
UBXN2B,145,193,185,214,178,206,0.683731457339172,0.841632193560431,11778.0,0.0892109005846654,0.218988804209796,186.366355528009,0.407376536469871,0,7.541997625443173,ns
UBXN4,1423,1404,1554,1691,1651,1677,0.251659602558051,0.485176816235646,6579.0,0.0989192333921362,0.0862922852808376,1558.24649254013,1.14632765918998,0,10.605707750049643,ns
UBXN6,487,518,372,491,423,517,0.806625217034828,0.909418544587406,13137.0,-0.038684260794698,0.158035549005667,466.470357243708,-0.244782019223477,0,8.865641594932619,ns
UBXN7,957,810,1053,1087,934,1011,0.931385913781911,0.969357204571274,14459.0,0.0094516643974824,0.109773808898007,969.622490847212,0.0861012703518758,0,9.921279352959989,ns
UBXN8,610,630,589,523,467,515,0.0025062975863715,0.017961529700652,1559.0,-0.378318198206432,0.125163994983293,555.831318266297,-3.02258008189121,0,9.118503315127422,ns
UCHL1,9432,7665,7655,8459,8516,7931,0.112805036735788,0.292240072999762,4647.0,-0.0827181206104352,0.0521647109788311,8222.46741614108,-1.58571032137038,0,13.005355670645864,ns
UCHL3,1148,1002,1045,1018,1031,1094,0.224288953109187,0.450612923350054,6240.0,-0.115132542307785,0.0947435210680455,1052.24426929888,-1.2152022746241,0,10.03925393720007,ns
UCHL5,726,592,691,828,698,939,0.115503802087296,0.297079911231617,4693.0,0.207363364683327,0.131748845756716,740.680606841573,1.57392927044111,0,9.532707753546354,ns
UCK1,713,675,517,925,965,734,0.0046233652440877,0.0289312162201907,1794.0,0.363452755380797,0.128330256538583,745.611277551544,2.83216729385656,0,9.542279871044602,ns
UCK2,1125,1056,964,1193,1188,1104,0.556002704694521,0.758253811402196,10194.0,0.0522311880635131,0.0887094902451757,1097.61103835305,0.588789180494176,0,10.100151180120298,ns
UCKL1,244,252,263,324,228,280,0.858656377553905,0.936800437073799,13755.0,0.0326998142442287,0.183619342530715,263.832518794002,0.178084801925259,0,8.043478585340214,ns
UCN,58,64,84,83,98,101,0.256892290019294,0.490583401256526,6649.0,0.355557750914537,0.313607421824779,80.9146037815782,1.13376701624491,0,6.338328204240477,ns
UCP2,345,316,257,348,270,311,0.651924937158874,0.822110840222367,11376.0,-0.0767731675950546,0.170194921677563,306.064319818623,-0.45108964966947,0,8.25769105881127,ns
UEVLD,162,217,178,219,252,159,0.767706825319873,0.887909527850625,12634.0,0.0664811416115194,0.225073089324084,196.716004316089,0.295375790198503,0,7.619970526182136,ns
UFC1,2525,1934,2036,2191,1786,1680,0.000680146335368,0.0065711962305665,1154.0,-0.293486674723459,0.0863841547870275,2012.85905697429,-3.39745958558054,0,10.975030441062888,ns
UFD1,613,528,513,730,555,589,0.50302282711284,0.719966013896291,9538.0,0.0843293471002895,0.125913346594684,582.881360568525,0.669741130555016,0,9.187058457527714,ns
UFL1,213,201,255,272,294,309,0.11086417584237,0.288694162802288,4622.0,0.292917040242406,0.18372526995483,255.668909370182,1.59432091358157,0,7.998132922021864,ns
UFM1,725,735,776,1103,1144,995,1.57469727552936e-05,0.0002861000729239,611.0,0.436056200698425,0.100986353534701,903.626835274237,4.31797154205183,0,9.819583305284596,ns
UFSP1,132,148,130,276,234,196,0.0011963864637229,0.0100766966113724,1324.0,0.678473763064582,0.209422274113715,183.24572427942,3.23974021357525,0,7.517635725744492,up
UFSP2,271,222,215,306,285,291,0.17646979804482,0.390860181184267,5573.0,0.225512680968133,0.166835758918642,262.466356327023,1.35170470904925,0,8.035988695712081,ns
UGCG,707,493,498,510,498,419,0.0132383372601916,0.0643145653940424,2338.0,-0.340789453813851,0.137565288826721,517.295670069484,-2.47729246760142,0,9.014845305547155,ns
UGDH,350,266,336,361,406,417,0.152337338693301,0.356395531471935,5235.0,0.226508643884075,0.158251117019877,353.178172551321,1.43132413944114,0,8.464252372724177,ns
UGGT1,788,652,724,906,909,771,0.112223022752189,0.291071910180385,4642.0,0.161325196765279,0.101572260519197,784.113455470214,1.58828006722159,0,9.614918606617634,ns
UGGT2,827,807,1016,937,942,959,0.990105222671898,0.995846523229206,15054.0,0.00144579235751,0.116581282506805,911.273428798387,0.0124015821958867,0,9.831740191314971,ns
UGP2,417,284,391,473,405,416,0.313942596324062,0.553098994095129,7330.0,0.154153328077659,0.153084230248339,393.613006462226,1.0069837228014,0,8.620634083339395,ns
UGT3A2,25,13,11,42,31,6,0.404093092365813,1.0,8430.0,0.583498423583686,0.699358757474176,20.6426649986278,0.834333476699521,0,4.36755733173914,ns
UGT8,397,298,390,348,320,305,0.103015527879485,0.274897926680327,4500.0,-0.250584515043644,0.15369446452434,341.282062639591,-1.63040689734119,0,8.414820779948514,ns
UHMK1,864,712,992,731,647,683,0.0008922238474388,0.0080499449790621,1235.0,-0.412396097160461,0.124123127468078,770.628212536638,-3.32247587998071,0,9.589891193500765,ns
UHRF1,31,47,34,54,51,21,0.922422958306227,0.96574492775989,14380.0,0.045997822048699,0.472343700362462,39.3197253575151,0.0973821012398422,0,5.297181339588878,ns
UHRF1BP1,348,316,381,491,560,472,0.0016768761922921,0.0129721272547981,1442.0,0.446448852779717,0.142081944611585,423.45718676729,3.14219272547395,0,8.726072304406985,ns
UHRF1BP1L,799,865,868,1043,876,728,0.721923563124593,0.863449160086427,12167.0,-0.0426471502859385,0.119832670737572,858.033638355473,-0.355889174658668,0,9.744890398032563,ns
UHRF2,510,465,473,601,578,436,0.667881067617418,0.832956716281424,11560.0,0.0564989332430778,0.131681363654203,505.954887110344,0.429057929499003,0,8.982864944173208,ns
UIMC1,598,511,657,836,833,622,0.0330955175159143,0.125261963840493,3062.0,0.27448790187026,0.128811764100497,668.536630244667,2.130922620205,0,9.384862799943066,ns
ULBP1,74,82,116,344,298,282,1.32853692999197e-13,1.1798470767872699e-11,125.0,1.65939408862098,0.224142867658594,194.789890584108,7.40328749228155,0,7.605774994594179,up
ULBP2,45,77,64,80,66,43,0.792509793590911,0.902138147934035,12866.0,-0.0990632492357344,0.376590575983302,62.3200970033031,-0.26305291622626,0,5.961625573891492,ns
